initial_state_id,path,kernel_ref,kernel_version,artifact,artifact_row,variant,source_sha256
878,d0.-r1.r2.-d1.-d3.f0.r2.-d1.-f3.-r0.d3.f3.-d3.r3.-f0.-d3.d1.d2.-r3.f3.r3.d3.f3.-r0.r2.-d3.r1.r2.d1.-r2.d3.r1.d2.-r3.-r2.-f1.-f1.-d3.-d0.-f2.-d2.f2.r2.d0.-r1,johanngraf/cayleypy-2xt4-large-beam-experiment,15,cayleypy_public/output/solutions/all_solutions.csv,2,original,f598873f05b3d848c041382f61d7d1c8fb9f0615bb73bf8a2e8ef48e571b0975
878,f2.d3.-r3.-f0.-d0.r0.-f0.-d1.-f1.r2.r0.-f2.d3.f2.r0.-f3.-r2.-f2.r1.r2.-f3.r3.-d0.f1.-d2.f3.r3.f2.-r3.f0.-r3.-d2.-r3.-d2.-f2.r2.f2.r3.-d2.-r3.d2.r1.d2.-r1.-d2.-r2.r1.d2.d2,arequon/cube4-beam-search-with-reflection-after-original,4,cayleypy_public/output/solutions/all_solutions.csv,4,original,3fb76eeafeed735189eadffd70f6038b0de9f9f758c0792cef8ebcf5065dfd74
878,r3.-d3.-d3.r1.r1.d2.d3.-d2.f2.f0.-f1.r1.d0.-f2.r3.r3.-r1.f1.r0.d0.d1.f3.r0.-r2.f3.r3.-d0.r1.-f1.r2.-d1.-d2.d3.-f1.-r0.-r2.r1.r2.f1.-f1.r1.-f0.-r3.-d2.-r0.-f1.-d0.r1.-r0.-r3.-d3.r2.-f2.d1.-r1.-f1.-r2.r3.-r2.-r0.f3.-r1.f3.f2.f0.-f3.-d0.-r2.-r1.r1.-d2.r0.-r0.-d0.-f3.r1.f0.-d1.d0.d2.-r2.f2.-r1.-d1.-d1.-r3.-r1.f3.-f1.r0.r2.-f0.f3.f0.d3.f0.-f3.-f1.r0.-d2.-f2.r1.-d0.-d2.-r2.-d3.r2.-d3.f0.-d3.f2.d3.-f2.-d3.-f0.r0.-r2.d0.r0.-r1.-r1.f1.-d0.d1.-d0.-r1.-d3.-f0.-r0.d2.-d0.-d1.f2.f0.f2.r0.-r3.r1.-f2.-f2.-d0.-f2.f1.-f2.r3.-r0.f3.f2.r0.r3.r1.f0.d2.-f0.-f0.-d2.-d1.-f1.-d0.-d3.d3.-f1.-d1.-f2.-r1.r0.f2.r3.-r3.-d3.-r2.f3.d3.-f2.-d0.d1.-d3.d1.f2.-d2.d2.-f1.-r0.r3.f0.d1.-f0.f1.-r0.-d3.-d1.-r2.f0.-d0.d1.f0.-f1.r3.-f3.-r2.f0.-d1.-r2.-r1.r3.-r1.r3.-f3.-d1.r2.-r3.r1.r1.-r1.r1.-r3.f2.-d0.f0.-f3.r0.-f3.f2.-d2.-d0.-d2.d3.-d2.r3.-r0.r1.-d1.f3.d0.f0.f3.d0.-d2.-f0.-d1.d2.d1.-d3.-r1.-r2.d1.-f1.f0.r2.-d1.-r2.-d2.-r1.-f1.f3.-d3.r3.-f0.-r2.d0.-f1.-f0.-f0.-f3.-f3.-r1.-f3.f2.r2.-r0.-r0.-r1.-f2.f0.-d3.d1.r0.d1.f2.r0.d1.-f0.-f3.-r2.r0.-f3.-f2.r0.-f1.-f2.r3.-d3.-f0.r2.d3.-r3.d1.-r1.f0.-d0.-f1.d2.d1.r0.-r0.-d2.-d0.f0.d2.f0.-d0.-r0.-r2.d2.d2.r0.-f0.d1.d1.-d2.r3.-r1.-d2.d1.r1.-f3.-r0.-f1.-d1.d3.r0.f0.r0.r1.-d3.r2.d3.-r2.d0.d3.-d2.f0.f3.f2.-r0.f0.r1.d1.f0.r1.-r3.-d2.-d3.d0.d3.-r0.f1.-r1.-f1.-f2.-r1.r3.f3.-f2.-d1.-r0.-d3.-d1.-r2.f3.-f2.-r2.-r3.f1.r1.-r1.-d3.-d2.-r0.f0.d2.d3.-r3.-f1.-r2.-f3.-f1.-f2.d2.d0.d1.d1.r0.-d1.f3.d1.r1.-r2.r3.r3.f1.f0.-r1.-f0.d3.-r3.f2.d1.-d0.-r1.d2.d2.r3.f1.-f0.-f2.-d1.-r2.r2.d0.-f1.-f2.-r1.-r0.-f2.r2.-f1.-d0.-d2.-d1.-f0.r0.r0.-d1.-r3.d0.-d1.-r3.-r3.-f3.-r0.-f2.r0.-f1.-f2.r0.f2.-f1.-d3.-r1.r3.-d3.-r1.-r1.-f0.-d3.f1.-d0.f3.-d1.r3.r1.-f1.-d0.-d2.f3.-r2.-d1.-r3.f2.-d0.-r2.d2.-f1.f1.d1.-d1.d3.-d2.-r1.r0.-r3.d2.-d2.d3.r1.r3.f0.d0.r3.r3.d2.r1.r3.d3.-f3.-r3.-r1.-f0.d1.-r2.-r1.r2.d1.-d0.f3.f1.-r2.-d0.-d0.r1.-r2.-d2.d0.d2.d2.r2.-f0.r3.r1.-r2.f2.-r2.d0.-f2.d0.-r1.-r1.d2.-f1.-f3.-f3.r1.f3.-r0.d1.-d3.-d2.-d2.-d3.-r3.d1.-f2.f0.f1.-f3.f0.-d0.d2.d1.-f3.d1.f2.-r3.d0.-f2.-f2.r1.d3.-f0.d2.-f3.-r3.-f0.f1.-d1.-r2.-f3.-d0.f0.-r3.-d2.r0.-f0.-f2.-r0.-f1.-r2.-d2.-d3.f0.-f0.d1.r2.r3.r1.f0.-r3.-d2.-r0.f0.-r0.d0.-r0.-d2.r2.f2.f3.-f1.-r2.d1.-f1.d0.f2.-r2.d3.f0.-r2.-d0.-r1.r1.d2.-r0.-f0.-r2.r0.d1.-r2.r2.-r1.-f1.-r3.-f2.f1.r1.-f1.r0.-r1.f1.-f3.r1.-d1.r0.-d0.r1.-d3.-f2.f2.d0.f2.-d2.d1.-d0.-r2.-f0.-d1.-f3.-r2.d2.-r1.-r1.r2.-f0.f0.d0.d0.-d0.f2.-r3.-f1.f1.r2.f0.-r1.-d0.d1.d1.d0.f1.r2.d0.r0.r1.-r0.-r0.-f2.-f1.f2.d3.-r2.r3.d2.-r3.-f2.f2.r1.f0.r2.f3.-r1.d2.-r2.r3.-r3.d3.d0.f3.-r0.-f1.r0.-d0.-f2.-f1.d3.-r1.-r1.f1.-r1.-d3.r0.f1.-r1.-r1.r2.-r2.f1.f0.-d1.-r3.f3.-f3.f1.d1.-d1.r3.f2.-d3.-r1.f2.-d2.-f3.d0.-f0.-r0.f1.f1.d1.r3.-d2.-d1.-f0.-d1.r2.-r2.d0.d2.-f2.d1.f1.-f0.f2.f0.-f0.-r1.f0.-f2.r0.-f3.r0.-f3.r3.-r0.-r1.-d2.d1.-f1.-f0.-f3.-d2.-f2.-d0.-d3.f2.-d0.-r2.d1.f0.d1.-f3.-d3.f1.d2.d2.-r2.f3.-d2.-d2.-f0.-f3.-f3.-r1.-d0.f0.r2.d1.-r3.r1.f3.-r2.-d2.-r1.f0.f0.d1.-f1.-f3.f1.-r2.f1.d2.-r2.f3.-d2.-d3.-d3.-d2.-f1.f0.-d3.-d1.d1.r1.-d2.d0.-r3.-r1.d2.d3.r3.-f0.-f1.f3.r3.-r2.-r0.f1.f2.-f1.r1.-f0.f0.r2.d1.-f2.r2.-f1.-d0.r3.d3.d1.-d1.-r0.-f3.-d0.d2.r2.d3.r2.d1.-d1.-d3.-f2.d2.f0.r2.f1.d3.f2.d1.-d3.-r1.-f1.d1.r0.d3.-f0.-f3.-d1.d3,trydotatwo/cayleypy-2xt4-444-example,8,cayleypy_public/output/submission.csv,880,,9d28ba08e3eb930afc2b8386ddbe14fe40456d29df11bd9fc879a554b333d1e8
879,-d0.-f3.d3.-f3.r1.-d3.-r2.f1.-d3.f1.-f2.r0.-r2.-d0.r0.r0.-d2.-f0.d2.-f0.-f1.-d1.-f2.-r2.f0.r2.-f0.d1.r1.-r0.-d1.-r1.-f3.-f3.f0.-d0.-d1.r1.d0.-r1.d1.-f0.f3.f3.d1.-f3,johanngraf/cayleypy-2xt4-large-beam-experiment,14,cayleypy_public/output/solutions/all_solutions.csv,2,original,8e24ed7866e82b9aee608afdd7747ecd54e14b10b14c237e6a40cd1af3e5c853
879,-d1.d0.-f1.d1.-r1.r0.d3.r0.f1.d2.f0.-r1.-f2.r2.f3.r2.f3.f3.r2.-f3.-r0.d3.-f0.-r1.-r0.-d1.-d0.d2.r0.r2.d0.f2.-d3.-d0.-d0.r0.d0.-r1.-f2.-r0.-d0.d2.r2.r2.d2.-d1.f3.f3.r3.-f0.r2.d1.-d2.-r3.d0.f0.-d1.r3.d2.f2.-d2.f2.-d1.r3.-f3.f0.-f3.-f0.-d3.r2.-f1.-f3.d3.-r0.d3.-r0.r3.f1.-d2.d1.-d3.-r2.-d3.d3.d3.r3.-f0.-f0.f0.r3.f1.-f2.d3.-f2.d2.-f3.r2.d2.r2.-f0.-d1.-r1.-d2.r2.r3.d3.d0.r3.f1.d2.d3.-d3.-d3.r2.f2.-r1.-f0.r1.r2.f2.d3.-d1.-r1.-f1.-d0.-d0.d0.-f3.d0.f2.-f1.r3.d0.-f1.-d2.f3.-r3.r1.-r2.f1.f3.f2.-r2.-r3.d1.-r0.-r1.d1.-d0.-f3.d3.f0.-r0.r2.-r3.-r2.d3.-r3.r1.d0.r2.-f0.d0.r1.-f0.d3.-d2.-r3.-d0.-d3.-d2.-f0.f0.-f2.f1.-d1.-r3.-r2.-d2.f1.r3.d0.r1.r1.-d3.-f2.f0.-f2.-f0.d0.f3.f0.r2.-r3.f1.-r3.-r3.-f0.d1.f3.d1.d3.-d0.f0.-d2.-r2.d3.f0.d2.-f1.r3.d1.f1.-r1.-r2.-f1.-r0.r3.r1.d1.-r3.r0.d1.d0.-r2.r0.-r0.-f0.-d3.-f3.-d1.d3.-d3.d2.d1.r1.-f2.r0.-r3.r0.d2.f0.r0.-d3.-r2.f1.-r0.-r0.f1.f0.r3.f0.d2.d1.-f3.-r1.-f0.r0.-d3.d3.-d1.-d0.d1.-r3.-d0.r1.-r3.d3.r1.-r1.-f2.-d2.-d3.-r2.f2.-d0.-r3.-d2.-d1.-f2.-d3.-d3.-f2.f0.-d2.-f3.-d2.f2.-r1.-f0.r0.r2.-r3.-f1.-d3.-d2.-r2.f1.d3.r1.d3.-r3.d1.r3.-d1.d3.-r3.d1.-r1.f2.-r2.d1.f2.-r0.-d0.d0.d0.-r1.f3.d2.f1.r2.-f2.r0.r1.r0.r0.-d1.f1.-f0.-d2.-f3.f2.d3.r2.f0.-d0.-r1.-f3.f1.-r1.-f0.f0.-f2.-r1.f0.d3.f0.r1.-f0.-f0.d0.-r3.f0.-d2.-r0.-r2.-f2.d2.-f1.-d2.r1.-d3.-f1.r3.-f3.r1.f3.r1.-f2.d1.-f2.f2.-f1.d1.-f2.-d1.r1.f2.-f0.r0.-r3.f1.f3.d1.-f1.f2.-d1.-f3.r2.-r2.-f3.d1.-f3.-d3.r0.-d3.d1.-f2.-d2.-d2.r1.-r1.r2.f0.f1.-f0.-d1.r3.-f3.-f2.-r2.r0.-r3.-d1.-f2.-r1.f1.d2.f1.-r2.-f3.-d1.-d3.-r2.f1.-r0.-r3.-r0.-r0.-d1.f0.-r1.-f1.f0.-r0.-r1.f3.f0.f2.d2.-f0.-f3.r0.f3.d1.f0.-d3.f2.-d0.-r0.-f0.-r2.-d2.-r0.-d2.d1.-d1.d1.f0.f3.-f0.-d2.d1.f1.-r2.d0.-r1.f1.f2.-r1.-r0.r1.-r3.-f2.-f2.-d1.-f3.d1.d3.-d2.-f1.-f3.r3.-d1.-r3.f1.-d0.f2.r2.-d2.-r2.d1.-d0.d1.d3.-d3.r1.r0.-f2.-f0.f0.r0.-f2.f1.-d0.-d1.-r1.r3.d0.-r0.d2.-f1.-r2.r0.-r1.-f0.-f1.f2.f0.-r1.d3.-f2.d2.-r1.d0.f2.d1.-f2.d1.-f0.-f3.-r0.-r2.-f2.r3.d1.-d0.-d1.r2.-f1.d3.f1.f2.f2.-r1.-d2.f1.-f1.-d1.f1.-d1.-f0.d3.-d2.d0.f2.-r1.r2.f1.-d2.d0.d0.-f3.-f1.-f3.r1.d0.-r3.f2.-d3.r2.f3.f1.d3.r0.f3.-r0.-f2.f0.r1.-d0.-d3.r3.d0.-f1.r1.d0.-r2.f3.-f0.f1.f1.-f0.-f3.d0.r1.-r1.d2.-r3.-f3.f3.-d0.d0.r1.-d2.-r0.-f0.-r2.-f1.-d2.d1.-f2.-f3.-f2.-f3.-f0.d0.r0.-d3.d2.f2.-d2.d2.-r2.-r0.-f1.-r1.-r3.f3.-d3.-r1.d2.-r1.d2.-d3.-r3.f1.r2.-f1.r2.f1.-r1.f0.d3.r2.-d2.-f2.f1.d0.d3.d2.f2.r1.-f0.r3.r0.-d2.-f2.-r1.d3.-d3.-f2.r2.r0.r2.-r2.d2.d3.-r0.-d2.f3.-d0.-f1.f1.-r0.-f0.-f0.f1.r0.d1.-r2.f3.-r3.r1.d3.d1.f3.r3.-f0.-f3.f0.d2.r3.r0.r0.d2.f1.-d0.-r0.-d2.d1.d0.d3.-r2.f0.d3.r1.d2.-r2.-f0.-r2.r3.r1.r0.-d3.-f0.f2.-f0.-d0.d0.f0.f1.-f0.d2.f2.-r3.-f0.-f3.-d2.-f1.-f3.f0.-f1.-f2.d3.-r2.r1.-f2.f3.-d0.f1.-f2.f3.r0.-d2.-r3.d0.-f1.-f1.-r2.d3.r3.-r1.r1.-r2.-f1.-f0.-f3.f2.-f2.-d2.-f0.r2.d0.r0.f1.-f1.f1.f2.d0.-f0.-r0.f3.f1.d3.d0.d2.r0.-r1.-f0.r0.-r0.d1.-r1.-r0.f2.-r3.-d2.-f0.-d0.d1.-f0.-d1.r1.f3.d3.d3.-f2.-r1.-d0.-d3.-r3.f2.-d3.f1.f0.-d1.f1.-r2.d2.-r0.-d3.f2.d1.f0.f1.-r3.f3.r2.-f0.-d2.-f0.-d1.-r2.r1.r0.-r2.f2.d3.-d1.-d0.-r1.r1.d1.-f3.r3.-f0.-f2.-r0.d0.-r3.d2.-f2.-d2.f1.d1.d2.r0.-r1.r3.d2.r2.d0.-r1.d2.r3.-d1.-d2.-d3.d2.-d3.r1.-f2.-f2.r0.-f3.f2.-r1.-d1.-d2.d3.-r0.r3.-d2.r3.d1.f3.-f0.-d2,trydotatwo/cayleypy-2xt4-444-example,8,cayleypy_public/output/submission.csv,881,,9d28ba08e3eb930afc2b8386ddbe14fe40456d29df11bd9fc879a554b333d1e8
879,-r3.-r3.-d3.-r0.f1.d3.f1.f3.r1.f2.-f3.r2.-d0.-r1.-f0.-r3.-f1.-r3.f1.f0.-r0.-f1.r3.f1.-r2.d1.-d2.-f1.d3.-r0.r3.-f1.r0.d3.-r3.-f1.r0.r3.-d2.-d2.-r0.f1.-d3.f1.f1.-r0.f1.r0,arequon/cube4-beam-search-with-reflection-after-original,4,cayleypy_public/output/solutions/all_solutions.csv,5,original,3fb76eeafeed735189eadffd70f6038b0de9f9f758c0792cef8ebcf5065dfd74
880,-f0.-r0.r3.-r2.f3.-r2.-f1.r0.d3.f3.d2.d3.-f0.-r0.d3.r1.f0.-d3.-r1.-d3.f1.-d1.-r3.d2.-r2.-r1.d1.r2.-f2.-d1.r0.-d1.-r0.-f2.r1.f2.-d1.r3.r0.f1.-r0.d1.-r1,johanngraf/cayleypy-2xt4-large-beam-experiment,13,cayleypy_public/output/solutions/all_solutions.csv,2,original,5d0eab60ac88304981e4d3c0295045e2f49d9f458d9828444989d416598b93f8
880,-f1.f1.d0.r2.d2.d1.r2.r3.f3.r3.d2.-d2.-f3.r3.d2.-d1.-d1.-r1.d1.r2.-f3.f0.f2.f0.f0.-d0.d0.r2.-f1.d0.r1.-d3.r2.r0.-d1.-d1.r2.-f1.-f1.-f2.-f0.-d0.-d1.r3.f3.-r0.d2.f2.r0.-f0.-r3.d3.d0.f0.-d2.r1.f1.-d0.-r2.-d3.-f1.r3.-r2.r3.-f0.-f3.-r0.-r2.f1.d3.r3.r0.-r2.-f1.-f1.-r0.-r1.-f3.-r1.-r1.-f3.-r0.-d1.-r0.-r0.-f1.-r1.r3.f0.f2.f0.-d3.d0.-d1.-r3.-r0.d3.-r0.-d2.-r2.d3.-r2.r2.d3.-d0.d1.-r2.-f3.-r1.-d3.d2.-f3.d1.-d1.-r1.-r0.d3.-r0.-d2.-r2.r1.f3.-r2.-f0.d1.r2.-r1.-f3.-f3.-r2.d0.r3.-r3.f2.f2.-r1.r1.-f3.-d1.-d3.-d1.-f3.d2.-d2.f2.d1.r3.d3.-r3.-r3.-d2.f2.f1.f2.d2.d3.-d3.-r3.r3.d1.-f1.-r3.-r0.f2.r0.-d0.d0.-r0.f1.-f0.d3.-f1.-r3.d2.-d0.r0.-d1.-r3.-r0.f2.-r0.d2.d3.-r1.r1.-f3.r0.d1.d2.d1.-r3.-d1.-f0.f3.f2.-f1.r3.-r0.f3.d1.-d3.-d2.r2.f2.d1.d2.d1.f2.-r3.-d3.-d2.r2.d3.f2.-d1.-d3.f1.f3.-f3.d0.f0.r1.-r0.f0.-f3.-r0.-d3.-f3.-r2.-d3.-d1.r2.-r1.f0.-f3.d3.d1.d2.f1.-d2.r0.d2.-r1.f2.-f2.-f1.r0.f0.-d3.-d1.d3.r2.-d3.f2.r1.-d0.r2.-f3.d0.d3.-r2.-f3.f0.f0.d0.-r0.f3.-f2.-f0.r3.-f3.f3.-d2.r1.d0.d3.d2.r2.f0.-r2.f2.-r2.-r3.-d2.-r2.-d1.d3.-d3.r0.-f1.r0.-d2.f1.r0.-f2.-f0.f3.-r1.-f2.-d0.r0.r0.f0.-d3.-r1.f0.-f2.r0.d1.-f1.f3.d0.-r1.-f3.-f2.-f1.-d3.f0.-f2.r1.d2.-f0.d3.-r0.-d0.d3.-f1.-f2.-f1.f2.-f3.d0.-r0.r3.-r1.-r0.-d3.f2.-r0.d1.-d3.d1.r3.r1.-r1.r1.r3.r1.-r0.r2.-r3.-f2.f1.-f0.r1.f2.d0.-r3.-d0.f1.f1.-d3.-d0.f1.-d1.-r2.-r0.-f2.-f2.f1.f0.-d0.r0.-f1.-d2.f1.-d1.-r1.f2.-d3.-r1.d3.d3.r3.-r2.r2.-d0.f0.-f2.-f0.d1.r1.-f3.r1.-d3.-r3.f0.f3.f2.-r2.d0.f3.f2.-r0.f2.-d1.-f3.f0.-d0.-r2.f2.f2.r3.r3.f3.r1.-r2.-f1.r1.-r0.-d2.f3.r0.r1.-d1.-r3.r0.r2.-f1.r1.r2.f1.-r2.-r0.-r3.-d3.-f2.-f1.f2.-f1.-d1.-r2.d0.-f2.d1.-d2.r3.d0.r1.r0.-d3.r1.-r0.-f2.r2.-f1.-r1.-d2.-r0.-f3.d0.-d1.d2.d2.-r2.-f2.f2.d3.-d0.-d0.f0.f0.-d0.-f0.-r3.r2.-d1.-d0.-f0.-f2.f2.d3.f1.r2.-r0.-d2.-d2.-f0.r1.-f2.-d2.d2.-f0.r2.f1.f0.f2.f1.r2.f3.-d2.r1.-f2.-d2.r1.d2.-r3.d2.f0.r3.f3.r1.-f0.-f3.r0.-d3.r2.-f1.r1.f3.d3.d0.f2.-f0.r0.d0.-d2.f3.-f1.r1.f2.-d2.-r2.-f3.-f0.-r2.d2.r2.r3.f3.f1.-f3.-d0.-d2.d0.f2.r0.-r0.r1.-d3.r3.-d2.-f2.f0.r3.r2.d0.-f2.d2.-f0.r2.f1.f0.-r2.f0.-r2.d2.r2.-f3.r0.r1.-d1.d3.-r1.-d0.f1.f2.-d0.-r2.f1.d3.-f0.d0.d1.f1.-f3.-d1.d1.d1.f1.d1.-f2.f1.f1.-d2.-d1.-r1.-r0.f3.d3.r0.f2.f3.-r3.r1.-r2.-f1.-f1.-f1.r2.f1.-f0.r0.-f1.-f3.d2.-f0.-r3.r3.-f2.-f1.-f2.-d0.-f0.-f2.f0.-f2.r1.-r3.-r2.r2.f3.f0.r2.f0.d0.f0.d1.f0.f3.r0.-d0.-r2.d2.r3.-d2.-r1.r0.-f0.d3.d0.r0.-r0.-f3.-r1.d0.-r3.-d3.-r1.-d0.r3.r3.-r1.r1.-r2.-f3.r0.r1.r2.-r1.d1.-r2.-f2.-r2.-d0.r1.-d0.d0.-f2.-r2.f3.d1.-f3.-d1.f1.f1.f0.-f1.-r3.-d2.-r0.-d1.d2.d1.r1.-f0.d3.-d1.-d0.d3.-r0.d2.-r1.f2.d2.-r1.r3.f2.-d3.r0.d1.r3.-d2.-d2.-d3.-r0.f2.f2.-f0.-d2.-f0.-f3.-d2.f1.-r0.-r0.r1.r1.-f0.-r1.-f3.-f2.-f3.-d1.r0.-r1.r0.-r2.-f1.-r0.d2.-r0.-f0.f3.-f2.-d3.d1.-r1.d0.r2.-f2.f2.-r1.-d1.f0.-d1.-f1.-f1.f1.-f0.d3.d2.-d3.d3.r0.r2.r3.-d3.-d1.r1.f1.-f2.d2.r0.d2.-f1.-f2.-r2.f3.d3.r1.d3.f3.-d3.f0.f0.d0.r3.-r1.-d0.f1.-d2.d3.-f0.r3.-r2.-f1.f3.d3.-f1.-r1.f1.f1.-d0.f3.-f3.d0.-d2.-r1.-f0.r2.-r1.d1.f3.f1.f2.r0.-d1.-r1.d0.d1.d2.-d3.-d2.r2.-d2.-d2.f1.r1.r3.d1.-d0.r0.-r0.-f1.r2.r1.-r1.-d2.r0.f0.d1.-d3.r3.r2.d3.-f2.f2.f2.d3.f3.-r2.r1.-d2.-r2.-d3.-r0.d2.r2.r2.-f1.f2.r3.r2.-r1.f0.d0.-f3.-d2.d1.-f0.-f2.-d2.-r2.d2.f2.f1.-f1.-d3.d0.-f1,trydotatwo/cayleypy-2xt4-444-example,8,cayleypy_public/output/submission.csv,882,,9d28ba08e3eb930afc2b8386ddbe14fe40456d29df11bd9fc879a554b333d1e8
880,d0.f3.r0.f0.-d2.-f1.f0.-r0.d0.r2.r1.d2.f3.-d0.r0.f3.d2.-f2.-r3.-r3.-d2.-d1.-f3.f1.-r3.-d2.-f3.-f3.-r0.-d1.f1.d1.r0.-d2.-r1.-f1.d2.-r0.-d2.f1.d2.d1.f1.d2.r1.-d2.-f1,arequon/cube4-beam-search-with-reflection-after-original,3,cayleypy_public/output/solutions/all_solutions.csv,2,original,4ed0ec449592cc9c9ef55833647ea3d8e812d879faa4c91f207d133778e54261
881,-d0.-f1.-d3.r0.-f0.-r1.-r0.-d0.r2.-r3.f3.-d2.-f2.d3.r3.d1.-d3.-f3.r2.d1.r3.-r2.d0.f0.r3.-f0.r3.d1.-r3.d0.d1.-f0.-r1.-f1.-f3.-r1.f3.r1.f1.r1.f0.d1.-f2.-f3.-r1.f3.f2.-d1,arequon/cube4-beam-search-with-reflection-after-original,3,cayleypy_public/output/solutions/all_solutions.csv,3,original,4ed0ec449592cc9c9ef55833647ea3d8e812d879faa4c91f207d133778e54261
881,-d0.r2.r2.-d1.f0.-r0.-d0.f3.r0.-f0.-f0.-d2.-r1.-f0.-f3.-f3.-r3.d3.-r0.d3.r2.f1.-r2.-f1.r0.r2.d1.-r2.-r0.d3.f3.r0.-f3.r2.d2.-r1.d2.r1.d2.d2.-r3.-d1.r0.d0,johanngraf/cayleypy-2xt4-large-beam-experiment,12,cayleypy_public/output/solutions/all_solutions.csv,2,original,bb5aa1148d3a2d118f64e9dca884785504418c7cc70b5deb8d553a6001a538ee
